ObservationDate,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active
2020-05-12,Syria,NA,47,3,29,15
2020-05-12,Taiwan,NA,440,7,372,61
2020-05-12,Tajikistan,NA,729,21,0,708
2020-05-12,Thailand,NA,3017,56,2798,163
2020-05-12,Timor-Leste,NA,24,0,21,3
2020-05-12,Turkey,NA,141475,3894,98889,38692
2020-05-12,United Arab Emirates,NA,19661,203,6012,13446
2020-05-12,Uzbekistan,NA,2519,10,2010,499
2020-05-12,Vietnam,NA,288,0,252,36
2020-05-12,West Bank and Gaza,NA,375,2,308,65
2020-05-12,Yemen,NA,65,10,1,54
2020-05-13,China,Anhui,991,6,985,0
2020-05-13,China,Beijing,593,9,574,10
2020-05-13,China,Chongqing,579,6,573,0
2020-05-13,China,Fujian,356,1,354,1
2020-05-13,China,Gansu,139,2,137,0
2020-05-13,China,Guangdong,1589,8,1579,2
2020-05-13,China,Guangxi,254,2,252,0
2020-05-13,China,Guizhou,147,2,145,0
2020-05-13,China,Hainan,168,6,162,0
2020-05-13,China,Hebei,328,6,321,1
2020-05-13,China,Heilongjiang,945,13,930,2
2020-05-13,China,Henan,1276,22,1254,0
2020-05-13,Hong Kong,Hong Kong,1050,4,1008,38
2020-05-13,China,Hubei,68134,4512,63616,6
2020-05-13,China,Hunan,1019,4,1015,0
2020-05-13,China,Inner Mongolia,209,1,190,18
2020-05-13,China,Jiangsu,653,0,653,0
2020-05-13,China,Jiangxi,937,1,936,0
2020-05-13,China,Jilin,134,1,108,25
2020-05-13,China,Liaoning,149,2,144,3
2020-05-13,Macau,Macau,45,0,43,2
2020-05-13,China,Ningxia,75,0,75,0
2020-05-13,China,Qinghai,18,0,18,0
2020-05-13,China,Shaanxi,308,3,297,8
2020-05-13,China,Shandong,788,7,777,4
2020-05-13,China,Shanghai,660,7,633,20
2020-05-13,China,Shanxi,198,0,198,0
2020-05-13,China,Sichuan,561,3,558,0
2020-05-13,China,Tianjin,191,3,187,1
2020-05-13,China,Tibet,1,0,1,0
2020-05-13,China,Xinjiang,76,3,73,0
2020-05-13,China,Yunnan,185,2,183,0
2020-05-13,China,Zhejiang,1268,1,1267,0
2020-05-13,Afghanistan,NA,5226,132,648,4446
2020-05-13,Armenia,NA,3718,48,1500,2170
2020-05-13,Azerbaijan,NA,2758,35,1789,934
2020-05-13,Bahrain,NA,5816,10,2205,3601
2020-05-13,Bangladesh,NA,17822,269,3361,14192
2020-05-13,Bhutan,NA,15,0,5,10
2020-05-13,Brunei,NA,141,1,134,6
2020-05-13,Burma,NA,181,6,79,96
2020-05-13,Cambodia,NA,122,0,121,1
2020-05-13,Cyprus,NA,905,17,449,439
2020-05-13,Georgia,NA,647,11,372,264
2020-05-13,India,NA,78055,2551,26400,49104
2020-05-13,Indonesia,NA,15438,1028,3287,11123
2020-05-13,Iran,NA,112725,6783,89428,16514
2020-05-13,Iraq,NA,3032,115,1966,951
2020-05-13,Israel,NA,16548,264,12232,4052
2020-05-13,Japan,NA,16049,678,8920,6451
2020-05-13,Jordan,NA,582,9,392,181
2020-05-13,Kazakhstan,NA,5417,32,2408,2977
2020-05-13,South Korea,NA,10991,260,9762,969
2020-05-13,Kuwait,NA,11028,82,3263,7683
2020-05-13,Kyrgyzstan,NA,1044,12,726,306
2020-05-13,Laos,NA,19,0,14,5
2020-05-13,Lebanon,NA,878,26,236,616
2020-05-13,Malaysia,NA,6779,111,5281,1387
2020-05-13,Maldives,NA,955,4,40,911
2020-05-13,Mongolia,NA,42,0,15,27
2020-05-13,Nepal,NA,250,0,35,215
2020-05-13,Oman,NA,4019,17,1289,2713
2020-05-13,Pakistan,NA,35298,761,8899,25638
2020-05-13,Philippines,NA,11618,772,2251,8595
2020-05-13,Qatar,NA,26539,14,3143,23382
2020-05-13,Saudi Arabia,NA,44830,273,17622,26935
2020-05-13,Singapore,NA,25346,21,4809,20516
2020-05-13,Sri Lanka,NA,915,9,382,524
2020-05-13,Syria,NA,48,3,29,16
2020-05-13,Taiwan,NA,440,7,375,58
2020-05-13,Tajikistan,NA,801,23,0,778
2020-05-13,Thailand,NA,3017,56,2844,117
2020-05-13,Timor-Leste,NA,24,0,21,3
2020-05-13,Turkey,NA,143114,3952,101715,37447
2020-05-13,United Arab Emirates,NA,20386,206,6523,13657
2020-05-13,Uzbekistan,NA,2612,11,2076,525
2020-05-13,Vietnam,NA,288,0,252,36
2020-05-13,West Bank and Gaza,NA,375,2,310,63
2020-05-13,Yemen,NA,70,12,1,57
2020-05-14,China,Anhui,991,6,985,0
2020-05-14,China,Beijing,593,9,574,10
2020-05-14,China,Chongqing,579,6,573,0
2020-05-14,China,Fujian,356,1,355,0
2020-05-14,China,Gansu,139,2,137,0
2020-05-14,China,Guangdong,1589,8,1579,2
2020-05-14,China,Guangxi,254,2,252,0
2020-05-14,China,Guizhou,147,2,145,0
2020-05-14,China,Hainan,168,6,162,0
2020-05-14,China,Hebei,328,6,321,1
2020-05-14,China,Heilongjiang,945,13,930,2
2020-05-14,China,Henan,1276,22,1254,0
2020-05-14,Hong Kong,Hong Kong,1051,4,1009,38
2020-05-14,China,Hubei,68134,4512,63616,6
2020-05-14,China,Hunan,1019,4,1015,0
2020-05-14,China,Inner Mongolia,209,1,194,14
2020-05-14,China,Jiangsu,653,0,653,0
2020-05-14,China,Jiangxi,937,1,936,0
2020-05-14,China,Jilin,138,1,108,29
2020-05-14,China,Liaoning,149,2,144,3
2020-05-14,Macau,Macau,45,0,43,2
2020-05-14,China,Ningxia,75,0,75,0
2020-05-14,China,Qinghai,18,0,18,0
2020-05-14,China,Shaanxi,308,3,300,5
2020-05-14,China,Shandong,788,7,778,3
2020-05-14,China,Shanghai,660,7,638,15
2020-05-14,China,Shanxi,198,0,198,0
2020-05-14,China,Sichuan,561,3,558,0
2020-05-14,China,Tianjin,191,3,187,1
2020-05-14,China,Tibet,1,0,1,0
2020-05-14,China,Xinjiang,76,3,73,0
2020-05-14,China,Yunnan,185,2,183,0
2020-05-14,China,Zhejiang,1268,1,1267,0
2020-05-14,Afghanistan,NA,5639,136,691,4812
2020-05-14,Armenia,NA,3860,49,1572,2239
2020-05-14,Azerbaijan,NA,2879,35,1833,1011
2020-05-14,Bahrain,NA,6198,10,2353,3835
2020-05-14,Bangladesh,NA,18863,283,3361,15219
2020-05-14,Bhutan,NA,20,0,5,15
2020-05-14,Brunei,NA,141,1,134,6
2020-05-14,Burma,NA,181,6,84,91
2020-05-14,Cambodia,NA,122,0,121,1
2020-05-14,Cyprus,NA,907,17,481,409
2020-05-14,Georgia,NA,667,12,383,272
2020-05-14,India,NA,81997,2649,27969,51379
2020-05-14,Indonesia,NA,16006,1043,3518,11445
2020-05-14,Iran,NA,114533,6854,90539,17140
2020-05-14,Iraq,NA,3143,115,2028,1000
2020-05-14,Israel,NA,16579,265,12521,3793
2020-05-14,Japan,NA,16120,697,9868,5555
2020-05-14,Jordan,NA,586,9,393,184
2020-05-14,Kazakhstan,NA,5571,32,2531,3008
2020-05-14,South Korea,NA,11018,260,9821,937
2020-05-14,Kuwait,NA,11975,88,3451,8436
2020-05-14,Kyrgyzstan,NA,1082,12,735,335
2020-05-14,Laos,NA,19,0,14,5
2020-05-14,Lebanon,NA,886,26,236,624
2020-05-14,Malaysia,NA,6819,112,5351,1356
2020-05-14,Maldives,NA,982,4,45,933
2020-05-14,Mongolia,NA,98,0,15,83
2020-05-14,Nepal,NA,249,0,35,214
2020-05-14,Oman,NA,4341,18,1303,3020
2020-05-14,Pakistan,NA,35788,770,9695,25323
2020-05-14,Philippines,NA,11876,790,2337,8749
2020-05-14,Qatar,NA,28272,14,3356,24902
2020-05-14,Saudi Arabia,NA,46869,283,19051,27535
2020-05-14,Singapore,NA,26098,21,5973,20104
2020-05-14,Sri Lanka,NA,925,9,445,471
2020-05-14,Syria,NA,48,3,29,16
2020-05-14,Taiwan,NA,440,7,383,50
2020-05-14,Tajikistan,NA,907,29,0,878
2020-05-14,Thailand,NA,3018,56,2850,112
2020-05-14,Timor-Leste,NA,24,0,21,3
2020-05-14,Turkey,NA,144749,4007,104030,36712
2020-05-14,United Arab Emirates,NA,21084,208,6930,13946
2020-05-14,Uzbekistan,NA,2645,11,2136,498
2020-05-14,Vietnam,NA,312,0,260,52
2020-05-14,West Bank and Gaza,NA,375,2,310,63
2020-05-14,Yemen,NA,85,12,1,72
2020-05-15,China,Anhui,991,6,985,0
2020-05-15,China,Beijing,593,9,576,8
2020-05-15,China,Chongqing,579,6,573,0
2020-05-15,China,Fujian,356,1,355,0
2020-05-15,China,Gansu,139,2,137,0
2020-05-15,China,Guangdong,1589,8,1579,2
2020-05-15,China,Guangxi,254,2,252,0
2020-05-15,China,Guizhou,147,2,145,0
2020-05-15,China,Hainan,169,6,162,1
2020-05-15,China,Hebei,328,6,321,1
2020-05-15,China,Heilongjiang,945,13,931,1
2020-05-15,China,Henan,1276,22,1254,0
2020-05-15,Hong Kong,Hong Kong,1052,4,1019,29
2020-05-15,China,Hubei,68134,4512,63616,6
2020-05-15,China,Hunan,1019,4,1015,0
2020-05-15,China,Inner Mongolia,209,1,196,12
2020-05-15,China,Jiangsu,653,0,653,0
2020-05-15,China,Jiangxi,937,1,936,0
2020-05-15,China,Jilin,140,1,108,31
2020-05-15,China,Liaoning,149,2,144,3
2020-05-15,Macau,Macau,45,0,43,2
2020-05-15,China,Ningxia,75,0,75,0
2020-05-15,China,Qinghai,18,0,18,0
2020-05-15,China,Shaanxi,308,3,301,4
2020-05-15,China,Shandong,788,7,780,1
2020-05-15,China,Shanghai,665,7,640,18
2020-05-15,China,Shanxi,198,0,198,0
2020-05-15,China,Sichuan,561,3,558,0
2020-05-15,China,Tianjin,191,3,187,1
2020-05-15,China,Tibet,1,0,1,0
2020-05-15,China,Xinjiang,76,3,73,0
2020-05-15,China,Yunnan,185,2,183,0
2020-05-15,China,Zhejiang,1268,1,1267,0
2020-05-15,Afghanistan,NA,6053,153,745,5155
2020-05-15,Armenia,NA,4044,52,1666,2326
2020-05-15,Azerbaijan,NA,2980,36,1886,1058
2020-05-15,Bahrain,NA,6583,12,2640,3931
2020-05-15,Bangladesh,NA,20065,298,3882,15885
2020-05-15,Bhutan,NA,21,0,5,16
2020-05-15,Brunei,NA,141,1,135,5
2020-05-15,Burma,NA,182,6,89,87
2020-05-15,Cambodia,NA,122,0,122,0
2020-05-15,Cyprus,NA,910,17,481,412
2020-05-15,Georgia,NA,671,12,393,266
2020-05-15,India,NA,85784,2753,30258,52773
2020-05-15,Indonesia,NA,16496,1076,3803,11617
2020-05-15,Iran,NA,116635,6902,91836,17897
2020-05-15,Iraq,NA,3193,117,2089,987
2020-05-15,Israel,NA,16589,266,12587,3736
2020-05-15,Japan,NA,16203,713,10338,5152
2020-05-15,Jordan,NA,596,9,401,186
2020-05-15,Kazakhstan,NA,5689,34,2707,2948
2020-05-15,South Korea,NA,11037,262,9851,924
2020-05-15,Kuwait,NA,12860,96,3640,9124
2020-05-15,Kyrgyzstan,NA,1111,14,745,352
2020-05-15,Laos,NA,19,0,14,5
2020-05-15,Lebanon,NA,891,26,246,619
2020-05-15,Malaysia,NA,6855,112,5439,1304
2020-05-15,Maldives,NA,1031,4,49,978
2020-05-15,Mongolia,NA,98,0,20,78
2020-05-15,Nepal,NA,267,0,36,231
2020-05-15,Oman,NA,4625,20,1350,3255
2020-05-15,Pakistan,NA,38799,834,10880,27085
2020-05-15,Philippines,NA,12091,806,2460,8825
2020-05-15,Qatar,NA,29425,14,3546,25865
2020-05-15,Saudi Arabia,NA,49176,292,21869,27015
2020-05-15,Singapore,NA,26891,21,7248,19622
2020-05-15,Sri Lanka,NA,935,9,477,449
2020-05-15,Syria,NA,50,3,36,11
2020-05-15,Taiwan,NA,440,7,387,46
2020-05-15,Tajikistan,NA,1118,33,0,1085
2020-05-15,Thailand,NA,3025,56,2854,115
2020-05-15,Timor-Leste,NA,24,0,24,0
2020-05-15,Turkey,NA,146457,4055,106133,36269
2020-05-15,United Arab Emirates,NA,21831,210,7328,14293
2020-05-15,Uzbekistan,NA,2686,11,2158,517
2020-05-15,Vietnam,NA,314,0,260,54
2020-05-15,West Bank and Gaza,NA,375,2,315,58
2020-05-15,Yemen,NA,106,15,1,90
2020-05-16,China,Anhui,991,6,985,0
2020-05-16,China,Beijing,593,9,577,7
2020-05-16,China,Chongqing,579,6,573,0
2020-05-16,China,Fujian,356,1,355,0
2020-05-16,China,Gansu,139,2,137,0
2020-05-16,China,Guangdong,1590,8,1579,3
2020-05-16,China,Guangxi,254,2,252,0
2020-05-16,China,Guizhou,147,2,145,0
2020-05-16,China,Hainan,169,6,162,1
2020-05-16,China,Hebei,328,6,321,1
2020-05-16,China,Heilongjiang,945,13,932,0
2020-05-16,China,Henan,1276,22,1254,0
2020-05-16,Hong Kong,Hong Kong,1052,4,1022,26
2020-05-16,China,Hubei,68134,4512,63616,6
2020-05-16,China,Hunan,1019,4,1015,0
2020-05-16,China,Inner Mongolia,209,1,196,12
2020-05-16,China,Jiangsu,653,0,653,0
2020-05-16,China,Jiangxi,937,1,936,0
2020-05-16,China,Jilin,144,2,113,29
2020-05-16,China,Liaoning,149,2,144,3
2020-05-16,Macau,Macau,45,0,44,1
2020-05-16,China,Ningxia,75,0,75,0
2020-05-16,China,Qinghai,18,0,18,0
2020-05-16,China,Shaanxi,308,3,301,4
2020-05-16,China,Shandong,788,7,780,1
2020-05-16,China,Shanghai,665,7,641,17
2020-05-16,China,Shanxi,198,0,198,0
2020-05-16,China,Sichuan,561,3,558,0
2020-05-16,China,Tianjin,192,3,187,2
2020-05-16,China,Tibet,1,0,1,0
2020-05-16,China,Xinjiang,76,3,73,0
2020-05-16,China,Yunnan,185,2,183,0
2020-05-16,China,Zhejiang,1268,1,1267,0
2020-05-16,Afghanistan,NA,6402,168,745,5489
2020-05-16,Armenia,NA,4283,55,1791,2437
2020-05-16,Azerbaijan,NA,3138,36,1944,1158
2020-05-16,Bahrain,NA,6747,12,2762,3973
2020-05-16,Bangladesh,NA,20995,314,4117,16564
2020-05-16,Bhutan,NA,21,0,5,16
2020-05-16,Brunei,NA,141,1,136,4
2020-05-16,Burma,NA,182,6,96,80
2020-05-16,Cambodia,NA,122,0,122,0
2020-05-16,Cyprus,NA,914,17,515,382
2020-05-16,Georgia,NA,683,12,419,252
2020-05-16,India,NA,90648,2871,34224,53553
2020-05-16,Indonesia,NA,17025,1089,3911,12025
2020-05-16,Iran,NA,118392,6937,93147,18308
2020-05-16,Iraq,NA,3260,121,2126,1013
2020-05-16,Israel,NA,16608,268,12855,3485
2020-05-16,Japan,NA,16237,725,10338,5174
2020-05-16,Jordan,NA,607,9,404,194
2020-05-16,Kazakhstan,NA,5850,34,2980,2836
2020-05-16,South Korea,NA,11050,262,9888,900
2020-05-16,Kuwait,NA,13802,107,3843,9852
2020-05-16,Kyrgyzstan,NA,1117,14,783,320
2020-05-16,Laos,NA,19,0,14,5
2020-05-16,Lebanon,NA,902,26,247,629
2020-05-16,Malaysia,NA,6872,113,5512,1247
2020-05-16,Maldives,NA,1078,4,58,1016
2020-05-16,Mongolia,NA,135,0,20,115
2020-05-16,Nepal,NA,291,1,36,254
2020-05-16,Oman,NA,5029,21,1436,3572
2020-05-16,Pakistan,NA,38799,834,10880,27085
2020-05-16,Philippines,NA,12305,817,2561,8927
2020-05-16,Qatar,NA,30972,15,3788,27169
2020-05-16,Saudi Arabia,NA,52016,302,23666,28048
2020-05-16,Singapore,NA,27356,22,8342,18992
2020-05-16,Sri Lanka,NA,960,9,520,431
2020-05-16,Syria,NA,51,3,36,12
2020-05-16,Taiwan,NA,440,7,389,44
2020-05-16,Tajikistan,NA,1322,36,0,1286
2020-05-16,Thailand,NA,3025,56,2855,114
2020-05-16,Timor-Leste,NA,24,0,24,0
2020-05-16,Turkey,NA,148067,4096,108137,35834
2020-05-16,United Arab Emirates,NA,22627,214,7931,14482
2020-05-16,Uzbekistan,NA,2738,11,2213,514
2020-05-16,Vietnam,NA,318,0,260,58
2020-05-16,West Bank and Gaza,NA,376,2,329,45
2020-05-16,Yemen,NA,122,18,1,103
2020-05-17,China,Anhui,991,6,985,0
2020-05-17,China,Beijing,593,9,578,6
2020-05-17,China,Chongqing,579,6,573,0
2020-05-17,China,Fujian,356,1,355,0
2020-05-17,China,Gansu,139,2,137,0
2020-05-17,China,Guangdong,1590,8,1579,3
2020-05-17,China,Guangxi,254,2,252,0
2020-05-17,China,Guizhou,147,2,145,0
2020-05-17,China,Hainan,169,6,162,1
2020-05-17,China,Hebei,328,6,322,0
2020-05-17,China,Heilongjiang,945,13,932,0
2020-05-17,China,Henan,1276,22,1254,0
2020-05-17,Hong Kong,Hong Kong,1055,4,1024,27
2020-05-17,China,Hubei,68134,4512,63616,6
2020-05-17,China,Hunan,1019,4,1015,0
2020-05-17,China,Inner Mongolia,213,1,196,16
2020-05-17,China,Jiangsu,653,0,653,0
2020-05-17,China,Jiangxi,937,1,936,0
2020-05-17,China,Jilin,146,2,122,22
2020-05-17,China,Liaoning,149,2,144,3
2020-05-17,Macau,Macau,45,0,44,1
2020-05-17,China,Ningxia,75,0,75,0
2020-05-17,China,Qinghai,18,0,18,0
2020-05-17,China,Shaanxi,308,3,301,4
2020-05-17,China,Shandong,788,7,780,1
2020-05-17,China,Shanghai,666,7,641,18
2020-05-17,China,Shanxi,198,0,198,0
2020-05-17,China,Sichuan,561,3,558,0
2020-05-17,China,Tianjin,192,3,187,2
2020-05-17,China,Tibet,1,0,1,0
2020-05-17,China,Xinjiang,76,3,73,0
2020-05-17,China,Yunnan,185,2,183,0
2020-05-17,China,Zhejiang,1268,1,1267,0
2020-05-17,Afghanistan,NA,6664,169,778,5717
2020-05-17,Armenia,NA,4472,60,1925,2487
2020-05-17,Azerbaijan,NA,3274,39,2015,1220
2020-05-17,Bahrain,NA,6956,12,2910,4034
2020-05-17,Bangladesh,NA,22268,328,4373,17567
2020-05-17,Bhutan,NA,21,0,5,16
2020-05-17,Brunei,NA,141,1,136,4
2020-05-17,Burma,NA,184,6,97,81
2020-05-17,Cambodia,NA,122,0,122,0
2020-05-17,Cyprus,NA,916,17,515,384
2020-05-17,Georgia,NA,695,12,425,258
2020-05-17,India,NA,95698,3025,36795,55878
2020-05-17,Indonesia,NA,17514,1148,4129,12237
2020-05-17,Iran,NA,120198,6988,94464,18746
2020-05-17,Iraq,NA,3404,123,2218,1063
2020-05-17,Israel,NA,16617,272,12942,3403
2020-05-17,Japan,NA,16285,744,11153,4388
2020-05-17,Jordan,NA,613,9,408,196
2020-05-17,Kazakhstan,NA,6157,34,3256,2867
2020-05-17,South Korea,NA,11065,263,9904,898
2020-05-17,Kuwait,NA,14850,112,4093,10645
2020-05-17,Kyrgyzstan,NA,1138,14,804,320
2020-05-17,Laos,NA,19,0,14,5
2020-05-17,Lebanon,NA,911,26,247,638
2020-05-17,Malaysia,NA,6894,113,5571,1210
2020-05-17,Maldives,NA,1094,4,58,1032
2020-05-17,Mongolia,NA,136,0,21,115
2020-05-17,Nepal,NA,295,2,36,257
2020-05-17,Oman,NA,5186,22,1465,3699
2020-05-17,Pakistan,NA,40151,873,11341,27937
2020-05-17,Philippines,NA,12513,824,2635,9054
2020-05-17,Qatar,NA,32604,15,4370,28219
2020-05-17,Saudi Arabia,NA,54752,312,25722,28718
2020-05-17,Singapore,NA,28038,22,9340,18676
2020-05-17,Sri Lanka,NA,981,9,538,434
2020-05-17,Syria,NA,58,3,36,19
2020-05-17,Taiwan,NA,440,7,395,38
2020-05-17,Tajikistan,NA,1524,39,0,1485
2020-05-17,Thailand,NA,3028,56,2856,116
2020-05-17,Timor-Leste,NA,24,0,24,0
2020-05-17,Turkey,NA,149435,4140,109962,35333
2020-05-17,United Arab Emirates,NA,23358,220,8512,14626
2020-05-17,Uzbekistan,NA,2753,12,2247,494
2020-05-17,Vietnam,NA,320,0,260,60
2020-05-17,West Bank and Gaza,NA,381,2,335,44
2020-05-17,Yemen,NA,128,20,1,107
2020-05-18,China,Anhui,991,6,985,0
2020-05-18,China,Beijing,593,9,578,6
2020-05-18,China,Chongqing,579,6,573,0
2020-05-18,China,Fujian,356,1,355,0
2020-05-18,China,Gansu,139,2,137,0
2020-05-18,China,Guangdong,1590,8,1579,3
2020-05-18,China,Guangxi,254,2,252,0
2020-05-18,China,Guizhou,147,2,145,0
2020-05-18,China,Hainan,169,6,162,1
2020-05-18,China,Hebei,328,6,322,0
2020-05-18,China,Heilongjiang,945,13,932,0
2020-05-18,China,Henan,1276,22,1254,0
2020-05-18,Hong Kong,Hong Kong,1055,4,1025,26
2020-05-18,China,Hubei,68135,4512,63616,7
2020-05-18,China,Hunan,1019,4,1015,0
2020-05-18,China,Inner Mongolia,216,1,196,19
2020-05-18,China,Jiangsu,653,0,653,0
2020-05-18,China,Jiangxi,937,1,936,0
2020-05-18,China,Jilin,151,2,123,26
2020-05-18,China,Liaoning,149,2,144,3
2020-05-18,Macau,Macau,45,0,44,1
2020-05-18,China,Ningxia,75,0,75,0
2020-05-18,China,Qinghai,18,0,18,0
2020-05-18,China,Shaanxi,308,3,303,2
2020-05-18,China,Shandong,788,7,780,1
2020-05-18,China,Shanghai,666,7,641,18
2020-05-18,China,Shanxi,198,0,198,0
2020-05-18,China,Sichuan,561,3,558,0
2020-05-18,China,Tianjin,192,3,187,2
2020-05-18,China,Tibet,1,0,1,0
2020-05-18,China,Xinjiang,76,3,73,0
2020-05-18,China,Yunnan,185,2,183,0
2020-05-18,China,Zhejiang,1268,1,1267,0
2020-05-18,Afghanistan,NA,7072,173,801,6098
2020-05-18,Armenia,NA,4823,61,2019,2743
2020-05-18,Azerbaijan,NA,3387,40,2055,1292
2020-05-18,Bahrain,NA,7184,12,2931,4241
2020-05-18,Bangladesh,NA,23870,349,4585,18936
2020-05-18,Bhutan,NA,21,0,5,16
2020-05-18,Brunei,NA,141,1,136,4
2020-05-18,Burma,NA,191,6,101,84
2020-05-18,Cambodia,NA,122,0,122,0
2020-05-18,Cyprus,NA,917,17,515,385
2020-05-18,Georgia,NA,701,12,432,257
2020-05-18,India,NA,100328,3156,39233,57939
2020-05-18,Indonesia,NA,18010,1191,4324,12495
2020-05-18,Iran,NA,122492,7057,95661,19774
2020-05-18,Iraq,NA,3554,127,2310,1117
2020-05-18,Israel,NA,16643,276,13253,3114
2020-05-18,Japan,NA,16305,749,11564,3992
2020-05-18,Jordan,NA,629,9,413,207
2020-05-18,Kazakhstan,NA,6751,35,3469,3247
2020-05-18,South Korea,NA,11078,263,9938,877
2020-05-18,Kuwait,NA,15691,118,4339,11234
2020-05-18,Kyrgyzstan,NA,1216,14,827,375
2020-05-18,Laos,NA,19,0,14,5
2020-05-18,Lebanon,NA,931,26,251,654
2020-05-18,Malaysia,NA,6941,113,5615,1213
2020-05-18,Maldives,NA,1106,4,58,1044
2020-05-18,Mongolia,NA,140,0,24,116
2020-05-18,Nepal,NA,375,2,36,337
2020-05-18,Oman,NA,5379,25,1496,3858
2020-05-18,Pakistan,NA,42125,903,11922,29300
2020-05-18,Philippines,NA,12718,831,2729,9158
2020-05-18,Qatar,NA,33969,15,4899,29055
2020-05-18,Saudi Arabia,NA,57345,320,28748,28277
2020-05-18,Singapore,NA,28343,22,9835,18486
2020-05-18,Sri Lanka,NA,992,9,559,424
2020-05-18,Syria,NA,58,3,36,19
2020-05-18,Taiwan,NA,440,7,398,35
2020-05-18,Tajikistan,NA,1729,41,0,1688
2020-05-18,Thailand,NA,3031,56,2857,118
2020-05-18,Timor-Leste,NA,24,0,24,0
2020-05-18,Turkey,NA,150593,4171,111577,34845
2020-05-18,United Arab Emirates,NA,24190,224,9577,14389
2020-05-18,Uzbekistan,NA,2791,13,2314,464
2020-05-18,Vietnam,NA,324,0,263,61
2020-05-18,West Bank and Gaza,NA,388,2,337,49
2020-05-18,Yemen,NA,130,20,1,109
2020-05-19,China,Anhui,991,6,985,0
2020-05-19,China,Beijing,593,9,578,6
2020-05-19,China,Chongqing,579,6,573,0
2020-05-19,China,Fujian,356,1,355,0
2020-05-19,China,Gansu,139,2,137,0
2020-05-19,China,Guangdong,1590,8,1579,3
2020-05-19,China,Guangxi,254,2,252,0
2020-05-19,China,Guizhou,147,2,145,0
2020-05-19,China,Hainan,169,6,162,1
2020-05-19,China,Hebei,328,6,322,0
2020-05-19,China,Heilongjiang,945,13,932,0
2020-05-19,China,Henan,1276,22,1254,0
2020-05-19,Hong Kong,Hong Kong,1055,4,1025,26
2020-05-19,China,Hubei,68135,4512,63616,7
2020-05-19,China,Hunan,1019,4,1015,0
2020-05-19,China,Inner Mongolia,216,1,196,19
2020-05-19,China,Jiangsu,653,0,653,0
2020-05-19,China,Jiangxi,937,1,936,0
2020-05-19,China,Jilin,151,2,123,26
2020-05-19,China,Liaoning,149,2,144,3
2020-05-19,Macau,Macau,45,0,44,1
2020-05-19,China,Ningxia,75,0,75,0
2020-05-19,China,Qinghai,18,0,18,0
2020-05-19,China,Shaanxi,308,3,303,2
2020-05-19,China,Shandong,788,7,780,1
2020-05-19,China,Shanghai,666,7,641,18
2020-05-19,China,Shanxi,198,0,198,0
2020-05-19,China,Sichuan,561,3,558,0
2020-05-19,China,Tianjin,192,3,187,2
2020-05-19,China,Tibet,1,0,1,0
2020-05-19,China,Xinjiang,76,3,73,0
2020-05-19,China,Yunnan,185,2,183,0
2020-05-19,China,Zhejiang,1268,1,1267,0
2020-05-19,Afghanistan,NA,7653,178,850,6625
2020-05-19,Armenia,NA,5041,64,2164,2813
2020-05-19,Azerbaijan,NA,3518,41,2198,1279
2020-05-19,Bahrain,NA,7532,12,2952,4568
2020-05-19,Bangladesh,NA,25121,370,4993,19758
2020-05-19,Bhutan,NA,21,0,5,16
2020-05-19,Brunei,NA,141,1,136,4
2020-05-19,Burma,NA,193,6,104,83
2020-05-19,Cambodia,NA,122,0,122,0
2020-05-19,Cyprus,NA,918,17,515,386
2020-05-19,Georgia,NA,707,12,456,239
2020-05-19,India,NA,106475,3302,42309,60864
2020-05-19,Indonesia,NA,18496,1221,4467,12808
2020-05-19,Iran,NA,124603,7119,97173,20311
2020-05-19,Iraq,NA,3611,131,2366,1114
2020-05-19,Israel,NA,16659,278,13435,2946
2020-05-19,Japan,NA,16367,768,11564,4035
2020-05-19,Jordan,NA,649,9,417,223
2020-05-19,Kazakhstan,NA,6751,35,3598,3118
2020-05-19,South Korea,NA,11110,263,10066,781
2020-05-19,Kuwait,NA,16764,121,4681,11962
2020-05-19,Kyrgyzstan,NA,1243,14,898,331
2020-05-19,Laos,NA,19,0,14,5
2020-05-19,Lebanon,NA,954,26,251,677
2020-05-19,Malaysia,NA,6978,114,5646,1218
2020-05-19,Maldives,NA,1143,4,91,1048
2020-05-19,Mongolia,NA,140,0,26,114
2020-05-19,Nepal,NA,402,2,37,363
2020-05-19,Oman,NA,5671,27,1574,4070
2020-05-19,Pakistan,NA,43966,939,12489,30538
2020-05-19,Philippines,NA,12942,837,2843,9262
2020-05-19,Qatar,NA,35606,15,5634,29957
2020-05-19,Saudi Arabia,NA,59854,329,31634,27891
2020-05-19,Singapore,NA,28794,22,10365,18407
2020-05-19,Sri Lanka,NA,1027,9,569,449
2020-05-19,Syria,NA,58,3,36,19
2020-05-19,Taiwan,NA,440,7,398,35
2020-05-19,Tajikistan,NA,1936,41,641,1254
2020-05-19,Thailand,NA,3033,56,2857,120
2020-05-19,Timor-Leste,NA,24,0,24,0
2020-05-19,Turkey,NA,151615,4199,112895,34521
2020-05-19,United Arab Emirates,NA,25063,227,10791,14045
2020-05-19,Uzbekistan,NA,2855,13,2338,504
2020-05-19,Vietnam,NA,324,0,263,61
2020-05-19,West Bank and Gaza,NA,391,2,346,43
2020-05-19,Yemen,NA,167,28,5,134
